Qb_solv_energies
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,100,1000,10000,0,22.5,120.0,40,1.0,170.0,50,True,False,1,False

Seeds:,1597738747.7931268,1597740144.979857,1597741592.359589,1597743136.0955992,1597744594.59824,1597746090.725195,1597747613.97567,1597749121.584212,1597750594.102148,1597751988.190256


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39


-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.478869072860107,-14.45025974989403,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7900648061186075,-10.129498458234593,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.9762595258653164,-10.328108710236847,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.9758327025920153,-6.341038287617266,-12005.979488372803,-12001.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8011670546839014,-119.13648953742086,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2914070878177881,-11.023133460897952,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.13400152884423733,-9.529087893664837,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.24924934655427933,-9.239936828613281,-12001.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-58.37371920514852,-55.672625699226046,-12003.5,-12001.0,0,0,-0.0,-0.0,-0.0,-24.795489559313864,-32.31857175179175,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-25.147047108155675,-44.870431979652494,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.749796806747327,-43.78848159476183,-12003.5,-12001.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8884042799472809,-11.817419981816784,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.802585830911994,-11.853136872610776,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.3175874507287517,-3.3246113527566195,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.3194585070014,-10.19635476730764,-12009.59854888916,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.40081312879920006,-9.073506347835064,-12009.59854888916,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.046934314072132,-10.166570786386728,-12009.59854888916,-12001.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.6448151133954525,-16.557183112949133,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1175750577822328,-9.570259094703943,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.6933809146285057,-9.869477656437084,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8267927132546902,-8.598548889160156,-12001.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.47010426223278046,-3.3779662754386663,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.31582850217819214,-8.598548889160156,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1527281813323498,-8.598548889160156,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22172103077173233,-8.598548889160156,-12001.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.8833338543772697,-18.85864100901381,-12003.5,-12001.0,-0.0,-0.0,-0.0,-0.0,-1.7045450657606125,-9.239936828613281,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.5059419348835945,-8.598548889160156,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4290384352207184,-9.239936828613281,-12001.0,-0.0,-0.0,-0.0,-0.0,-0.0
