Qb_solv_energies
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,100,1000,10000,0,22.5,60.0,40,1.0,170.0,50,True,False,1,False

Seeds:,1597608854.5081768,1597610472.5146172,1597611841.763513,1597613228.197218,1597614600.03389,1597615986.405426,1597617372.1467059,1597618753.711766,1597620144.97489,1597621535.222909


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39


-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-10.162735346326372,-145.0231235306128,-6003.5,-6001.0,0,0,-0.0,-0.0,-6.053685198305175,-33.903438572830055,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-1.234981793910265,-22.6680203191936,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-10.159174527972937,-11.267924027517438,-6010.239936828613,-6001.0,-0.0,-0.0,-0.0,-0.0,-10.542405086569488,-15.621678847819567
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.137206194922328,-37.64411740082869,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.971247442997992,-9.583851995528676,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.2517297714948654,-11.615135487169027,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.146458100527525,-9.240598436444998,-6005.979488372803,-6001.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0404424220323563,-50.01857031586769,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.17066148854792118,-12.76609705935698,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.7839201111346483,-2.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4671965595334768
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7695642970502377,-8.178577648941427,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7380766682326794,-7.507421884685755,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.35936859622597694,-2.897652693092823,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.34870491549372673,-7.532229268923402,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.2887673489749432,-7.188304580748081
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21.61287117516622,-112.26390456527588,-6003.5,-6001.0,0,0,-0.0,-0.0,-24.634033767026267,-67.68780265506757,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-41.35766071442049,-86.69935495808022,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-72.51751057369984,-86.06856500494177,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-29.047090564039536,-36.10929747555747
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-16.742621312572737,-81.65843169592335,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-19.371029391826596,-22.55361362430267,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-1.3500086450367235,-37.44147363107186,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.8355582440271974,-15.697414536363794,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.27812723629176617,-29.096954812586773,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09145473316311836,-8.232351926155388,-6003.5,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.164048906415701,-8.018196105957031,-6001.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
