Qb_solv_energies
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,30,200,10000,1,22.5,22.5,10,1.0,128,5,True,False,50,False


Column names:
0,1,2,3,4,5,6,7,8,9


-0.0,-0.0,-10.071360558271408,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-30.18191273882985
-0.0,-0.0,-10.019393920898438,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-25.879624031484127
-0.0,-0.0,-10.248874563723803,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.22267689369619
-0.0,-0.0,-10.573679015040398,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-28.418296348303556
-0.0,-0.0,-10.623299926402979,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.13315254636109
-0.0,-0.0,-10.095265665091574,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-26.979468311183155
-0.0,-0.0,-10.247140854597092,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.103046104311943
-0.0,-0.0,-10.755422465503216,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-29.239462664350867
-0.0,-0.0,-10.319152250885963,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-26.214179716538638
-0.0,-0.0,-10.10606262087822,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.396640537306666
-0.0,-0.0,-10.029332906007767,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-26.24878853932023
-0.0,-0.0,-9.933206964284182,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.326253328472376
-0.0,-0.0,-10.32184599339962,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.792719922959805
-0.0,-0.0,-9.931206986308098,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-26.65271593630314
-0.0,-0.0,-10.475179564207792,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-26.761886708438396
-0.0,-0.0,-10.124729140661657,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.305730793625116
-0.0,-0.0,-9.961936950683594,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-26.816431819461286
-0.0,-0.0,-10.534012697637081,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.567928994074464
-0.0,-0.0,-10.539866889826953,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.786899471655488
-0.0,-0.0,-10.148272669874132,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-28.585283315740526
-0.0,-0.0,-10.267666107043624,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.306266393512487
-0.0,-0.0,-9.947264969348907,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-27.186349637806416
-0.0,-0.0,-9.998659998178482,-676.0,-0.0,-13.612274169921875,-676.0,-0.0,-0.0,-25.830451887100935
