Qb_solv_energies
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,30,200,10000,1,11.25,22.5,20,1.0,128,5,True,False,1,False


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19


-0.0,-0.0,-0.0,-0.0,-9.196862888522446,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-11.05564284324646,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-1.7073295451700687,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-6.287914101034403,-676.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-4.564116343972273,-676.0,-0.0,-2.362274169921875,-676.0,-0.0,-0.0,-6.288537956774235,-676.0,-0.0,-0.0,-11.484222412109375
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-7.06935568805784,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-11.607744257780723,-676.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-5.115034447982907,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-8.799006421118975,-676.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-6.368089332710952,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-10.311260875314474,-676.0,-0.0,-2.362274169921875
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-4.738694854080677,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-7.824988950043917,-676.0,-0.0,-2.362274169921875
-0.0,-0.0,-0.0,-0.0,-8.975597023963928,-676.0,-0.0,-2.362274169921875,-676.0,-0.0,-0.0,-7.868207322142553,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-13.84556533396244
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-3.6224065627902746,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-6.756971782073379,-676.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-7.756682187318802,-676.0,-0.0,-2.362274169921875,-676.0,-0.0,-0.0,-8.030464907176793,-676.0,-0.0,-2.362274169921875,-676.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-1.5909811425954103,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-7.410898681730032,-676.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-7.7243499755859375,-676.0,-0.0,-0.0,-2.911316921003163,-676.0,-0.0,-0.0,-11.484222412109375,-676.0,-0.0,-0.0,-7.523649338632822,-676.0,-0.0,-2.362274169921875
