Qb_solv_energies
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,40,200,10000,1,22.5,22.5,20,1.0,128,5,True,False,1,False

Seeds:,1601426846.210867,1601426902.604695,1601426959.2743528,1601427014.861501,1601427070.906811,1601427125.399513,1601427180.015476,1601427235.30387,1601427289.467534,1601427345.1262531


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19


-0.0,-0.0,-10.130811169743538,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.160225495696068,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.474586226046085,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-10.143220618367195,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.422296892851591,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.399055595975369,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-10.215192802250385,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.3341874266043305,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.793443597853184,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-10.119336440926418,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.834239074029028,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.853516900911927,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-9.858840942382812,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.220682726241648,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.967080309987068,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-9.97573965479387,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.778592721093446,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-9.124651238322258,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-10.057429283857346,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.044592389836907,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.504910672083497,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-10.249147456139326,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.119457930326462,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.1475650407373905,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-9.916954040527344,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.362890692427754,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-7.17511011660099,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
-0.0,-0.0,-9.908959686756134,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-5.889307178556919,-901.0,-0.0,-13.612274169921875,-901.0,-0.0,-6.586659826338291,-901.0,-0.0,-13.612274169921875,-901.0,-0.0
