Qb_solv_energies
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,20,100,10000,1,22.5,22.5,20,1.0,128,5,True,False,1,False


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19


-0.0,-0.0,-9.985639065504074,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-28.908054319676012,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.3392219543457,-451.0,-0.0
-0.0,-0.0,-9.913624845445156,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.173838758841157,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-31.801846735179424,-451.0,-0.0
-0.0,-0.0,-10.383158892393112,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.738786234986037,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-36.683526549488306,-451.0,-0.0
-0.0,-0.0,-10.402896313462406,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.327316395938396,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.096320474054664,-451.0,-0.0
-0.0,-0.0,-10.039106160402298,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.40453092753887,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.87079205736518,-451.0
-0.0,-0.0,-10.093620441854,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-25.187723148614168,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-26.77526453882456,-451.0,-0.0,-13.612274169921875
-0.0,-0.0,-10.164012089371681,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.872993992641568,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-35.33264996111393,-451.0
-0.0,-0.0,-11.040801882743835,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-31.55632746219635,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-32.75924006104469,-451.0
-0.0,-0.0,-10.584205687046051,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.902015130966902,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-30.3552368581295,-451.0,-0.0
-0.0,-0.0,-9.858840942382812,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.459196887910366,-451.0,-0.0,-13.612274169921875,-451.0,-0.0,-0.0,-29.03468531370163,-451.0,-0.0
-0.0,-0.0,-9.766305264085531,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-27.313144486397505,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-29.38285083323717,-451.0
-0.0,-0.0,-9.72466241940856,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-28.77424978464842,-451.0,-0.0,-0.0,-32.91364288330078,-451.0,-0.0,-0.0,-30.76463992893696,-451.0
