Accuracies BindsNET_QA all
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,40,200,10000,1,22.5,22.5,20,1.0,128,5,True,False,1,False

Seeds:,1601452322.7484999,1601452380.997013,1601452438.930977,1601452497.143667,1601452554.9239302,1601452611.277962,1601452669.796619,1601452727.549273,1601452784.7117598,1601452843.481222


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39

20.0,40.0,40.0,0.0,40.0,60.0,80.0,80.0,100.0,60.0,20.0,40.0,80.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,40.0,20.0,60.0,80.0,60.0,80.0,60.0,20.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,20.0,40.0,40.0,40.0,80.0,100.0,40.0,60.0,80.0,60.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,40.0,0.0,20.0,20.0,80.0,80.0,60.0,40.0,100.0,60.0,60.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,20.0,60.0,40.0,60.0,20.0,40.0,20.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,0.0,40.0,20.0,60.0,80.0,40.0,80.0,100.0,60.0,80.0,60.0,100.0,80.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40.0,40.0,0.0,0.0,20.0,80.0,20.0,60.0,60.0,100.0,60.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,80.0,60.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
20.0,20.0,100.0,40.0,40.0,40.0,40.0,60.0,60.0,80.0,80.0,60.0,100.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,20.0,60.0,20.0,60.0,60.0,80.0,80.0,60.0,100.0,80.0,80.0,60.0,60.0,60.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,60.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
20.0,20.0,40.0,20.0,40.0,100.0,60.0,80.0,80.0,40.0,80.0,80.0,20.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0

Averages:
10.0,18.0,36.0,24.0,42.0,68.0,56.0,72.0,62.0,72.0,74.0,70.0,82.0,84.0,86.0,86.0,92.0,88.0,92.0,96.0,96.0,92.0,92.0,100.0,96.0,98.0,96.0,94.0,96.0,100.0,100.0,94.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0
Standard deviations:
13.416407864998739,16.61324772583615,28.0,17.435595774162696,14.0,18.33030277982336,23.323807579381203,16.0,24.413111231467404,27.129319932501073,22.0,16.1245154965971,24.413111231467404,14.966629547095765,12.806248474865697,9.16515138991168,9.797958971132712,9.797958971132712,9.797958971132712,12.0,8.0,9.797958971132712,9.797958971132712,0.0,8.0,6.0,8.0,12.806248474865697,8.0,0.0,0.0,9.16515138991168,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0



