Qb_solv_energies
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,10,100,10000,1,22.5,22.5,10,1.0,128,5,True,False,1,False


Column names:
0,1,2,3,4,5,6,7,8,9


-0.0,-0.0,-9.858840942382812,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.030700534582138,-226.0,-0.0,-13.612274169921875,-226.0,-0.0,-0.0,-26.274910660111345
-0.0,-0.0,-10.323326870799065,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.00391269265674,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-9.961081355810165,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.114861129783094,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.342607464641333,-226.0,-0.0,-13.612274169921875,-226.0,-0.0,-0.0,-28.186879941727966
-0.0,-0.0,-10.230790596455336,-226.0,-0.0,-13.612274169921875,-226.0,-0.0,-0.0,-27.08812102023512
-0.0,-0.0,-10.145516525954008,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.637728039175272,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.024948120117188,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.019612960517406,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.487726479768753,-226.0,-0.0,-13.612274169921875,-226.0,-0.0,-0.0,-31.74135641939938
-0.0,-0.0,-9.708842352032661,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.15948660671711,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.524140140041709,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.484560560435057,-226.0,-0.0,-13.612274169921875,-226.0,-0.0,-0.0,-28.148355077952147
-0.0,-0.0,-10.427667129784822,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.290980853140354,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-9.658842980861664,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.064582854509354,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.681427229195833,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-9.86606253683567,-226.0,-0.0,-0.0,-32.91364288330078,-226.0,-0.0,-0.0
-0.0,-0.0,-10.125135447829962,-226.0,-0.0,-13.612274169921875,-226.0,-0.0,-0.0,-25.930401798337698
