Accuracies BindsNET all
Parameters:,runs,seed,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,10,0,40,200,10000,1,22.5,22.5,10,1.0,128,5,True,False,1,False


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39

0.0,40.0,40.0,60.0,40.0,0.0,40.0,80.0,60.0,100.0,100.0,100.0,100.0,60.0,80.0,80.0,60.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,40.0,40.0,60.0,20.0,20.0,100.0,40.0,60.0,80.0,100.0,80.0,60.0,80.0,100.0,80.0,100.0,60.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,60.0,20.0,20.0,20.0,40.0,80.0,20.0,60.0,100.0,60.0,100.0,100.0,80.0,40.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,40.0,40.0,0.0,0.0,0.0,100.0,80.0,40.0,80.0,100.0,100.0,100.0,80.0,60.0,80.0,80.0,80.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,60.0,40.0,40.0,60.0,20.0,80.0,100.0,40.0,80.0,60.0,100.0,100.0,80.0,100.0,60.0,60.0,60.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0
0.0,40.0,60.0,20.0,20.0,20.0,80.0,60.0,80.0,60.0,100.0,100.0,80.0,80.0,80.0,60.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0
0.0,60.0,60.0,0.0,40.0,40.0,60.0,80.0,40.0,80.0,80.0,100.0,80.0,60.0,40.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,40.0,20.0,40.0,20.0,0.0,100.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,80.0,60.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0
0.0,40.0,40.0,0.0,0.0,40.0,60.0,100.0,80.0,60.0,80.0,100.0,60.0,80.0,80.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.0,80.0,20.0,40.0,40.0,40.0,20.0,60.0,40.0,80.0,100.0,100.0,80.0,100.0,60.0,100.0,60.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0

Averages:
0.0,50.0,38.0,28.0,26.0,22.0,72.0,70.0,58.0,80.0,86.0,96.0,86.0,80.0,74.0,84.0,78.0,82.0,98.0,98.0,98.0,90.0,98.0,100.0,98.0,96.0,98.0,96.0,92.0,96.0,100.0,96.0,100.0,100.0,98.0,98.0,100.0,100.0,98.0,98.0
Standard deviations:
0.0,13.416407864998739,14.0,22.271057451320086,18.0,16.61324772583615,25.612496949731394,24.08318915758459,16.61324772583615,12.649110640673518,15.620499351813308,8.0,15.620499351813308,12.649110640673518,22.0,14.966629547095765,16.61324772583615,14.0,6.0,6.0,6.0,10.0,6.0,0.0,6.0,8.0,6.0,8.0,9.797958971132712,8.0,0.0,12.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0



