Qb_solv_energies
Parameters:,runs,n_neurons,n_train,n_test,n_clamp,exc,inh,time,dt,intensity,update_interval,train,plot,num_repeats,gpu
,2,40,100,10000,0,22.5,60.0,40,1.0,170.0,10,True,False,1,False

Seeds:,1596907649.275253,1596907718.7562969


Column names:
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39


-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.520520454796497,-21.26498957903823,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.965210205002222,-11.018440666724928,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.4951474936679006,-10.957380595733412,-2405.9794883728027,-2401.0,-0.0,-0.0,-0.0,-0.0,-2.1996000576764345,-5.513861366547644,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.9229865871602669,-8.677800865494646,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5242878829594702,-5.164510467089713,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.018593704327941,-10.586055024992675,-2409.018196105957,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5708034476265311
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.655616331845522,-23.91845835209824,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21.766110753424073,-31.71070952777518,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.1069937159772962,-13.31718976771117,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1729279663413763
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-9.450912030530162,-18.32433044933714,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.7022144664078951,-14.004202741081826,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.1890104860067368,-4.530033111572266,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.3156617663335055,-13.922311713919044,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.44922531954944134,-7.218859235523269,-2408.0179176330566,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.6983606154099107,-9.255998423323035,-2403.5,-2401.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.084051174053457,-29.725571815972216,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.464787621982396,-21.389143371692626,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.038446772377938,-7.258788871113211,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.6473604310303926,-4.873793648555875
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4566920595243573,-4.617192797362804,-2403.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0006538443267345428,-8.018196105957031,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.7177259458694607,-8.018196105957031,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.852770671248436
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11807506531476974,-2.5,-2401.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4733649343252182,-5.528453826904297,-2401.0,-0.0,-0.0
